,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
,The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
591,北屯區,房地(土地+建物)+車位,臺中市北屯區崇德十一路31~60號,18.58,住,,,1081216,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950516.0,124.28,2,2,2,有,有,9500000,76440.0,坡道平面,0.0,0,,RPPPMLMKKHPFFBB57CA
594,北區,房地(土地+建物)+車位,臺中市北區太原路一段421~450號,13.77,住,,,1081220,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821027.0,137.35,3,2,2,有,有,7100000,51693.0,坡道機械,0.0,800000,,RPUNMLSJKHPFFBB38CA
612,南區,房地(土地+建物)+車位,臺中市南區五權南路601~630號,16.03,住,,,1081212,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811023.0,136.28,3,2,2,有,有,6420000,47109.0,坡道機械,10.43,0,,RPXOMLLKKHPFFAB08CA
648,北屯區,房地(土地+建物)+車位,臺中市北屯區山西路三段211~240號,24.19,住,,,1081204,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031223.0,201.74,3,2,2,有,有,16500000,81788.0,坡道平面,23.19,0,,RPQSMLKKKHPFFBB77CA
653,北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段271~300號,9.74,住,,,1081211,土地1建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725.0,106.95,2,2,2,有,有,8000000,74801.0,坡道機械,13.62,0,,RPTPMLMKKHPFFBB97CA
659,北區,房地(土地+建物)+車位,臺中市北區太原一街1~30號,19.14,住,,,1090109,土地1建物2車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830623.0,186.77,4,2,2,有,有,10000000,53542.0,坡道平面,0.0,0,,RPQSMLMKKHPFFBB97CA
777,北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段271~300號,10.58,住,,,1081226,土地1建物1車位1,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725.0,124.76,2,1,2,有,有,9100000,78950.0,坡道平面,27.23,1400000,,RPTPMLQLKHPFFBB48CA
795,南屯區,房地(土地+建物)+車位,臺中市南屯區忠勇路31~60號,11.86,住,,,1081228,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021017.0,123.34,2,2,2,有,有,7700000,62429.0,坡道機械,12.34,0,,RPWPMLKKKHPFFCB18CA
800,南屯區,房地(土地+建物)+車位,臺中市南屯區東興路二段181~210號,34.9,住,,,1081227,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850210.0,362.04,5,2,4,有,有,19080000,52701.0,坡道平面,0.0,2200000,,RPUOMLSKKHPFFCB68CA
805,南屯區,房地(土地+建物),臺中市南屯區河南路四段391~420號,15.52,住,,,1081223,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871008.0,149.22,3,2,2,有,有,9380000,62860.0,,0.0,0,,RPROMLOKKHPFFCB97CA
809,西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路121~150號,7.11,住,,,1081224,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991119.0,81.07,2,2,1,有,有,6770000,83508.0,坡道機械,13.89,0,,RPOOMLSKKHPFFCB08CA
810,南屯區,房地(土地+建物)+車位,臺中市南屯區公益路二段481~510號,11.74,住,,,1081220,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,940117.0,137.6,3,2,2,有,有,10500000,76308.0,坡道平面,26.42,0,含增建或未登記建物。;,RPRRMLRLKHPFFCB68CA
812,南屯區,房地(土地+建物)+車位,臺中市南屯區大業路151~180號,15.0,住,,,1081215,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800206.0,205.08,3,2,2,有,有,12880000,62805.0,坡道平面,0.0,0,含增建或未登記建物。;,RPPPMLQLKHPFFCB18CA
814,西屯區,房地(土地+建物)+車位,臺中市西屯區永福路121~150號,8.0,住,,,1090118,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850527.0,84.91,2,2,2,有,有,4700000,55353.0,升降機械,13.27,0,,RPOOMLNJLHPFFCB57CA
892,南屯區,房地(土地+建物)+車位,臺中市南屯區黎明路二段421~450號,15.82,住,,,1081209,土地1建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840919.0,166.45,3,2,2,有,有,9800000,58877.0,坡道機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTRMLPLKHPFFCB78DA
958,西屯區,房地(土地+建物)+車位,臺中市西屯區福科二路31~60號,53.76,住,,,1081223,土地1建物1車位4,二十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030226.0,412.27,4,2,2,有,有,38000000,92173.0,坡道平面,120.86,0,,RPSOMLOKKHPFFCB08CA
962,南屯區,房地(土地+建物)+車位,臺中市南屯區黎明路二段421~450號,10.43,住,,,1090116,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840919.0,110.04,2,2,2,有,有,6000000,54526.0,坡道機械,0.0,0,,RPVOMLLKKHPFFCB08CA
963,西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段181~210號,20.83,住,,,1081223,土地1建物1車位2,二十三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000112.0,291.1,3,2,2,有,有,24750000,85022.0,坡道平面,37.37,0,,RPTPMLLKKHPFFCB97CA
968,西屯區,房地(土地+建物)+車位,臺中市西屯區福科路781~810號,24.67,住,,,1081215,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970403.0,202.97,4,2,2,有,有,14200000,73654.0,坡道平面,26.47,1200000,含增建或未登記建物。;,RPVQMLMKKHPFFCB38CA
970,南屯區,房地(土地+建物)+車位,臺中市南屯區五權西路二段1~30號,13.79,住,,,1090101,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970409.0,154.55,3,2,3,有,有,14000000,90586.0,坡道平面,19.83,0,,RPROMLLKKHPFFCB67CA
1203,北屯區,房地(土地+建物)+車位,臺中市北屯區柳陽東街61~90號,22.69,住,,,1090105,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830419.0,178.76999999999995,4,2,2,有,有,9250000,51742.0,坡道平面,0.0,1100000,,RPRPMLPKKHPFFBB08CA
1206,北屯區,房地(土地+建物)+車位,臺中市北屯區遼寧路一段160巷1~30號,10.82,住,,,1081229,土地2建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890218.0,97.3,2,2,1,有,有,6120000,62898.0,坡道機械,0.0,0,,RPTOMLLKKHPFFBB77CA
1209,北區,房地(土地+建物)+車位,臺中市北區東光東街31~60號,18.04,住,,,1081230,土地1建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831214.0,142.15,5,5,5,有,有,6680000,46993.0,坡道機械,0.0,0,含增建或未登記建物。;,RPUNMLLKKHPFFBB77CA
3,鼓山區,房地(土地+建物),高雄市鼓山區美術東二路481~510號,14.54,住,,,1081229,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931208.0,93.41,2,2,1,有,有,5940000,63591.0,,0.0,0,,RPQNMLRJKHPFFAE08CA
4,前金區,房地(土地+建物),高雄市前金區光明街1~30號,5.56,商,,,1081214,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010928.0,59.56,1,1,1,有,無,3730000,62626.0,,0.0,0,,RPPNMLMKKHPFFAE57CA
6,鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1801~1830號,18.71,商,,,1081022,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613.0,284.1,4,2,3,有,有,19980000,70327.0,坡道平面,17.98,0,,RPTOMLLLKHPFFAE08CA
7,鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1771~1800號,23.3,商,,,1081213,土地1建物1車位2,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613.0,366.57,4,2,3,有,有,31000000,84568.0,坡道平面,35.96,0,,RPUOMLLLKHPFFAE18CA
8,鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水二路1~30號,25.39,住,,,1090101,土地1建物1車位1,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030225.0,298.75,3,2,2,有,有,17980000,61702.0,坡道平面,30.04,1400000,,RPQOMLOLKHPFFAE08CA
9,前金區,房地(土地+建物)+車位,高雄市前金區民生二路181~210號,22.0,商,,,1081227,土地1建物1車位2,二十七層,三十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,990602.0,591.1,0,0,0,無,有,57800000,95187.0,坡道平面,36.4,5000000,,RPUNMLRLKHPFFAE68CA
17,小港區,房地(土地+建物)+車位,高雄市小港區立群路61~90號,16.04,商,,,1090102,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,801224.0,150.04,4,2,2,有,有,4700000,31325.0,坡道平面,0.0,0,含增建或未登記建物。,RPTOMLOJKHPFFCE38CA
22,三民區,房地(土地+建物)+車位,高雄市三民區明賢街61~90號,25.07,住,,,1081225,土地1建物1車位1,十四層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830611.0,187.75,3,2,2,有,有,9268000,49364.0,坡道平面,0.0,0,,RPOPMLLKKHPFFDE87CA
30,三民區,房地(土地+建物)+車位,高雄市三民區陽明路241~270號,24.23,住,,,1081229,土地1建物1車位1,三層，電梯樓梯間,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820927.0,155.41,4,2,2,有,有,4680000,30114.0,坡道平面,0.0,0,,RPOQMLQLKHPFFDE58CA
55,左營區,房地(土地+建物)+車位,高雄市左營區文慈路170巷1~30號,13.76,住,,,1081222,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851118.0,131.22,3,2,2,有,有,5650000,43057.0,坡道平面,0.0,0,,RPOPMLMKKHPFFEE08CA
56,左營區,房地(土地+建物),高雄市左營區重和路31~60號,13.24,住,,,1081121,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951124.0,122.88,3,2,2,有,有,6500000,52897.0,,0.0,0,,RPWOMLNKKHPFFEE88CA
57,左營區,房地(土地+建物),高雄市左營區介壽路221巷1~30號,11.11,住,,,1090101,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960402.0,112.41,3,2,2,有,有,5300000,47149.0,,0.0,0,,RPUOMLOKKHPFFEE78CA
60,岡山區,房地(土地+建物)+車位,高雄市岡山區壽華路31~60號,22.23,住,,,1081217,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830522.0,127.14,3,2,2,有,有,4700000,36967.0,坡道平面,0.0,0,含增建或未登記建物。;,RPUNMLQJKHPFFFE88CA
142,左營區,房地(土地+建物),高雄市左營區文康路129巷31~60號,13.62,住,,,1081224,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861218.0,106.55,3,2,2,有,有,5000000,46926.0,,0.0,0,,RPXOMLPKKHPFFEE56CA
145,左營區,房地(土地+建物)+車位,高雄市左營區重光路61~90號,19.99,住,,,1090105,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871105.0,240.47,3,1,2,有,有,12500000,51982.0,坡道平面,68.18,0,,RPRNMLKLKHPFFEE08CA
146,楠梓區,房地(土地+建物),高雄市楠梓區德祥路31~60號,11.1,住,,,1081216,土地1建物1車位0,一層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811210.0,120.75,3,2,1,有,有,4800000,39752.0,,0.0,0,,RPTOMLPLKHPFFEE88CA
147,左營區,房地(土地+建物)+車位,高雄市左營區緯六路211~240號,35.95,住,,,1090115,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991209.0,178.31,3,1,2,有,有,3679579,20636.0,坡道平面,0.0,0,由國防部配售之案件。,RPSPMLPLKHPFFEE88CA
148,左營區,房地(土地+建物),高雄市左營區介壽路221巷1~30號,8.71,住,,,1081228,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960402.0,84.84,2,1,1,有,有,3960000,46676.0,,0.0,0,附家電傢俱。含裝潢。,RPWOMLQLKHPFFEE66CA
153,楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十六街27巷1~30號,18.06,商,,,1081115,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030509.0,178.72000000000003,3,2,2,有,有,9600000,53715.0,坡道平面,17.39,0,,RPUPMLOKKHPFFEE88CA
159,左營區,房地(土地+建物),高雄市左營區大中二路271~300號,10.83,住,,,1090112,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960112.0,82.72,2,1,1,有,有,3800000,45938.0,,0.0,0,,RPUQMLLKKHPFFEE68CA
173,三民區,房地(土地+建物)+車位,高雄市三民區德山街31~60號,17.78,商,,,1090113,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840301.0,143.17000000000004,3,2,2,有,有,5200000,36320.0,坡道機械,0.0,0,,RPSNMLQLKHPFFDE68CA
175,三民區,房地(土地+建物),高雄市三民區民族一路100巷1~30號,4.18,商,,,1090106,土地1建物1車位0,二十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841219.0,76.58,2,1,1,有,有,3520000,45965.0,,0.0,0,,RPWNMLPKKHPFFDE88CA
176,三民區,房地(土地+建物)+車位,高雄市三民區鼎昌街31~60號,10.8,商,,,1090107,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870507.0,123.27,3,2,2,有,有,4000000,32449.0,坡道平面,17.61,0,親友、員工或其他特殊關係間之交易。;,RPSNMLOKKHPFFDE38CA
178,三民區,房地(土地+建物)+車位,高雄市三民區民族一路691~720號,9.73,住,,,1081229,土地1建物1車位1,十一層，電梯樓梯間,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840906.0,143.54,3,2,2,有,有,6600000,45983.0,坡道平面,0.0,0,,RPSOMLMKKHPFFDE28CA
180,小港區,房地(土地+建物)+車位,高雄市小港區廈莊一街61~90號,13.63,商,,,1081216,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031208.0,154.55,3,2,2,有,有,7500000,48528.0,坡道平面,0.0,0,屋況新，附贈冷氣三台、美術燈、沙發、窗簾、等家具,RPTOMLOLKHPFFCE58CA
183,三民區,房地(土地+建物)+車位,高雄市三民區鼎泰里河堤路541~570號,18.05,住,,,1081223,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860124.0,160.48000000000005,3,2,2,有,有,7800000,48604.0,坡道平面,0.0,0,,RPWNMLQJKHPFFDE88CA
187,三民區,房地(土地+建物)+車位,高雄市三民區興昌街1~30號,22.16,住,,,1090113,土地1建物1車位1,十三層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830309.0,160.69,3,2,2,有,有,6550000,40762.0,坡道平面,0.0,0,,RPQNMLPJKHPFFDE18CA
188,三民區,房地(土地+建物)+車位,高雄市三民區建工路601~630號,19.55,商,,,1081220,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900615.0,196.77,4,2,2,有,有,9500000,48280.0,坡道平面,0.0,0,,RPSNMLPJKHPFFDE38CA
194,小港區,房地(土地+建物)+車位,高雄市小港區青山街123巷31~60號,13.53,住,,,1081201,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890424.0,133.64,3,2,2,有,有,5050000,37788.0,坡道機械,18.33,0,,RPUOMLMKKHPFFCE38CA
201,苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁義街1~30號,9.37,住,,,1090103,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930303.0,88.71000000000002,2,1,1,有,有,7200000,81163.0,坡道平面,0.0,0,,RPSNMLKKKHPFFBE77CA
211,苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁德街1~30號,11.86,商,,,1090111,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,921128.0,132.56,3,2,2,有,有,9180000,67805.0,坡道平面,14.87,1200000,,RPTOMLPJKHPFFBE38CA
212,前金區,房地(土地+建物)+車位,高雄市前金區青年二路151~180號,6.53,商,,,1081218,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040325.0,87.8,2,1,1,有,有,6920000,78815.0,升降機械,10.01,0,,RPSOMLPLKHPFFAE38CA
219,前金區,房地(土地+建物),高雄市前金區文武二街181~210號,5.66,商,,,1090103,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961130.0,73.54,2,1,1,有,有,4560000,62007.0,,0.0,0,,RPQNMLNKKHPFFAE77CA
220,鼓山區,房地(土地+建物)+車位,高雄市鼓山區華豐街124巷1~30號,11.29,住,,,1080806,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910701.0,90.15,2,1,1,有,有,4980000,55241.0,坡道機械,0.0,0,含增建或未登記建物。;,RPUOMLLKKHPFFAE08CA
222,鼓山區,房地(土地+建物)+車位,高雄市鼓山區明倫路151~180號,9.69,商,,,1081224,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960131.0,113.57,2,2,1,有,有,7250000,63837.0,坡道機械,11.78,0,,RPPNMLPJKHPFFAE77CA
225,前金區,房地(土地+建物)+車位,高雄市前金區旺盛街1~30號,6.86,商,,,1081231,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971027.0,46.89,4,2,2,有,有,2200000,46918.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUOMLKKKHPFFAE97CA
